NAME,CITY,STATE,ZIP,ZIP_PLUS4,COUNTY_CODE,COUNTY_NAME,MSA,MARKET_SEGMENT,SIMPLIFIED_MENU,MENU_TYPE,UNITS,EMPLOYEES,YEARS_IN_BUSINESS,ANNUAL_SALES,AVERAGE_CHECK,NUMBER_OF_ROOMS,FOOD_BEVERAGE_PURCHASE,FOOD_PURCHASE,BEVERAGE_PURCHASE,TOTAL_CATEGORY_DRY,TOTAL_CATEGORY_FRESH,TOTAL_CATEGORY_FROZEN,TOTAL_CATEGORY_PROTEIN,% Share of F&B Purchases from Company
EL GRAN BURRITO,FONTANA,CA,92336,1244,06071,SAN BERNARDINO,4472,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",MEXICAN,MEXICAN,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,75182.1264,61540.9816545918,13641.1447454082,13161.6668984694,7192.16770408163,15662.943,14120.6225923469,0.05993564571
THAD'S COZY CAFE,SAN FRANCISCO,CA,94109,6068,06075,SAN FRANCISCO,7362,"FSR - CAF╔-RESTAURANTS, FAMILY-STYLE, DINER",CLASSIC & VARIED MENU,VARIED MENU,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$15 TO $20,NOT APPLICABLE,106454.003138108,96494.1782168583,9959.82492124944,13142.0559779267,17217.5448750747,24430.6019368764,33072.8715434314,0.009553048464
STARBUCKS,SAN DIEGO,CA,92106,6113,06073,SAN DIEGO,7320,"LSR - COFFEE SHOPS, TEA HOUSES",BEVERAGES,COFFEE / TEA,501+ UNITS,10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",UNDER $5,NOT APPLICABLE,195748.1232,136827.9381168,58920.1850832,52851.993264,25251.5078928,23489.774784,0,0.5774010459
BEST WESTERN,CENTER,TX,75935,7151,48419,SHELBY,,2* HOTELS WITHOUT RESTAURANT-MIDSCALE,SELECTION FOR LODGING AND BARS,NOT APPLICABLE,501+ UNITS,10 TO 19,5 YEARS PLUS,"$1,000,001 - $2,500,000",NOT APPLICABLE,101 - 250,,,,,,,,#NA
THE FINAL SCORE SPORTS SALOON,DAYTON,PA,16222,2820,42005,ARMSTRONG,,SPORTS BARS,SELECTION FOR LODGING AND BARS,NOT APPLICABLE,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",NOT APPLICABLE,NOT APPLICABLE,,,,,,,,#NA
SKULLY'S TAVERN,CHATTANOOGA,TN,37407,1334,47065,HAMILTON,1560,NEIGHBORHOOD BARS & TAVERNS,SELECTION FOR LODGING AND BARS,NOT APPLICABLE,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",NOT APPLICABLE,NOT APPLICABLE,,,,,,,,#NA
MCDONALD'S,SANTA FE,NM,87505,1653,35049,SANTA FE,7490,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",HAMBURGERS,HAMBURGERS,501+ UNITS,20 TO 49,5 YEARS PLUS,"$1,000,001 - $2,500,000",$5 TO $7,NOT APPLICABLE,722199.9366,604824.397061183,117375.539538817,113249.861523393,61885.1702313625,134772.148503856,196794.841335733,0.4920810268
TACOS DEL SUR,SALEM,OR,97305,4718,41047,MARION,6442,LSR - QUICK CASUAL,MEXICAN,MEXICAN,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$10 TO $15,NOT APPLICABLE,69928.5384,62873.7216189602,7054.81678103982,11302.6376788299,10720.3353413473,11907.3362600619,23105.4581347283,0.3307801525
WEST SIDE PIZZA,NEWPORT,WA,99156,9671,53051,PEND OREILLE,,LSR - QUICK CASUAL,"PIZZA, PASTA & ITALIAN",PIZZERIA,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$7 TO $10,NOT APPLICABLE,184035.437543129,169322.411223892,14713.0263192375,29776.3627889331,24521.7105320626,32000.8322443416,54298.0733209957,0.1638419941
SALSARITA'S FRESH CANTINA,BLUFFTON,SC,29910,8676,45013,BEAUFORT,,LSR - QUICK CASUAL,MEXICAN,MEXICAN,51-100 UNITS,5 TO 9,5 YEARS PLUS,"$500,001 - $1,000,000",$10 TO $15,NOT APPLICABLE,288999,259843.02103128,29155.97896872,46711.2721255471,44304.7468773353,49210.3560371517,95489.6877335326,0.7444848033
MARCO'S PIZZA,BELLEVILLE,MI,48111,2546,26163,WAYNE,2162,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","PIZZA, PASTA & ITALIAN",PIZZERIA,251-500 UNITS,1 TO 4,5 YEARS PLUS,"<=$500,000",$5 TO $7,NOT APPLICABLE,157748.4963,129126.399873119,28622.0964268814,27616.0473433355,15090.7362531888,32864.2700625,29628.1455104273,0.2731097425
BONGIORNO'S PIZZERIA,POWAY,CA,92064,4626,06073,SAN DIEGO,7320,LSR - QUICK CASUAL,"PIZZA, PASTA & ITALIAN",PIZZERIA,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,37805.2951316369,34782.8864602202,3022.40867141667,6116.77945405756,5037.34778569446,6573.73886033127,11154.127239752,0.2887406615
STARBUCKS,MELROSE PARK,IL,60160,1121,17031,COOK,1602,"LSR - COFFEE SHOPS, TEA HOUSES",BEVERAGES,COFFEE / TEA,501+ UNITS,10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",UNDER $5,NOT APPLICABLE,195748.1232,136827.9381168,58920.1850832,52851.993264,25251.5078928,23489.774784,0,0.2628532027
STARBUCKS,MADISON HEIGHTS,MI,48071,2407,26125,OAKLAND,2162,"LSR - COFFEE SHOPS, TEA HOUSES",BEVERAGES,COFFEE / TEA,501+ UNITS,20 TO 49,5 YEARS PLUS,"$500,001 - $1,000,000",UNDER $5,NOT APPLICABLE,231855.0612,162066.6877788,69788.3734212,62600.866524,29909.3028948,27822.607344,0,0.4434497606
STARBUCKS,PONDERAY,ID,83852,5000,16017,BONNER,,"LSR - COFFEE SHOPS, TEA HOUSES",BEVERAGES,COFFEE / TEA,501+ UNITS,10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",UNDER $5,NOT APPLICABLE,195748.1232,136827.9381168,58920.1850832,52851.993264,25251.5078928,23489.774784,0,0.7910217584
SOUTH COAST SUSHI BAR,CHICAGO,IL,60616,1212,17031,COOK,1602,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",OTHER ASIAN,JAPANESE,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$15 TO $20,NOT APPLICABLE,158481.597386892,148809.612497914,9671.98488897855,23768.5829029719,30698.0389954537,22068.2150491439,58818.1009222004,0.7671284533
JACK'S RESTAURANT & LOUNGE,BAY SAINT LOUIS,MS,39520,4302,28045,HANCOCK,0920,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",AMERICAN AND AMERICAN TRADITIONAL,AMERICAN TRADITIONAL,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$10 TO $15,NOT APPLICABLE,141053.303952836,127965.39689781,13087.9070550253,19938.9775350926,21356.4403930376,26522.3050308815,47154.2644076362,0.5353232849
CARIBBEAN CAFE,LANSING,MI,48912,5668,26065,INGHAM,4040,FSR - UPSCALE CASUAL DINING RESTAURANTS,LATIN AMERICAN,CARIBBEAN,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",$30 TO $50,NOT APPLICABLE,40115.5268683731,36960.5351856428,3154.99168273022,5261.52576357752,8147.18888802589,7786.48099746984,12398.7325580465,0.747450848
STARBUCKS,ORANGE,CA,92867,3412,06059,ORANGE,4472,"LSR - COFFEE SHOPS, TEA HOUSES",BEVERAGES,COFFEE / TEA,501+ UNITS,5 TO 9,5 YEARS PLUS,"$500,001 - $1,000,000",UNDER $5,NOT APPLICABLE,178199.4228,124561.3965372,53638.0262628,48113.844156,22987.7255412,21383.930736,0,0.7466244889
SATO JAPANESE RESTAURANT,CAMPBELL,CA,95008,0262,06085,SANTA CLARA,7362,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",OTHER ASIAN,JAPANESE,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$15 TO $20,NOT APPLICABLE,81932.3451615036,76932.0901326117,5000.25502889195,12287.9613186381,15870.3746569179,11408.8994704586,30407.9781246605,0.2589151451
SEA TAI RESTAURANT,ORLANDO,FL,32803,5208,12095,ORANGE,5960,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",OTHER ASIAN,THAI,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",$15 TO $20,NOT APPLICABLE,106236.955783704,99753.4129122712,6483.54287143279,15933.0921226137,20578.201287591,14793.2632246113,39428.274891114,0.3739626931
VERONA RESTAURANT,FARMINGDALE,NY,11735,1314,36103,SUFFOLK,5602,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","PIZZA, PASTA & ITALIAN",ITALIAN - PIZZA & PASTA,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$15 TO $20,NOT APPLICABLE,136983.91210994,126907.502907925,10076.4092020156,18597.0091910215,22740.9870013743,18902.3549244159,52650.3286010078,0.2388665983
TACO BELL,WHITE LAKE,MI,48386,2030,26125,OAKLAND,2162,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",MEXICAN,MEXICAN,501+ UNITS,20 TO 49,5 YEARS PLUS,"$1,000,001 - $2,500,000",$5 TO $7,NOT APPLICABLE,439933.5342,360111.410169452,79822.1240305485,77016.4254705995,42085.4783992347,91652.819625,82627.8225904974,0.1295726586
SUBWAY,BRONX,NY,10463,1648,36005,BRONX,5602,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",SANDWICHES,501+ UNITS,5 TO 9,5 YEARS PLUS,"$500,001 - $1,000,000",$5 TO $7,NOT APPLICABLE,218837.295,187302.587573065,31534.7074269355,35137.1822819993,32944.3715006561,47980.7882870094,46127.3410789693,0.4895891769
ROYAL COFFEE & DELI,UNIVERSITY PLACE,WA,98466,4632,53053,PIERCE,7602,"LSR - COFFEE SHOPS, TEA HOUSES",BEVERAGES,COFFEE / TEA,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,64371.7494,44995.8528306,19375.8965694,17380.372338,8303.9556726,7724.609928,0,0.02131182717
ARCHI'S THAI BISTRO,LAS VEGAS,NV,89118,3218,32003,CLARK,4120,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",OTHER ASIAN,THAI,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"<=$500,000",$15 TO $20,NOT APPLICABLE,141055.730561976,132447.230161966,8608.50040000984,21155.1049527652,27322.6317043791,19641.7012907597,52350.7481792659,0.3538793231
ELBOW LOUNGE,AGAWAM,MA,01001,1530,25013,HAMPDEN,1122,NIGHTLIFE VENUES,SELECTION FOR LODGING AND BARS,NOT APPLICABLE,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"$500,001 - $1,000,000",NOT APPLICABLE,NOT APPLICABLE,,,,,,,,#NA
J'S PLACE,PORT SAINT JOE,FL,32456,1542,12045,GULF,,NEIGHBORHOOD BARS & TAVERNS,SELECTION FOR LODGING AND BARS,NOT APPLICABLE,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"$500,001 - $1,000,000",NOT APPLICABLE,NOT APPLICABLE,,,,,,,,#NA
QDOBA MEXICAN GRILL,MILWAUKEE,WI,53217,4521,55079,MILWAUKEE,5082,LSR - QUICK CASUAL,MEXICAN,MEXICAN,501+ UNITS,20 TO 49,5 YEARS PLUS,"$1,000,001 - $2,500,000",$7 TO $10,NOT APPLICABLE,366596.8272,329612.306894246,36984.5203057542,59253.506606256,56200.8160413366,62423.6083467492,121129.196133661,0.8279029643
TACO DEL MAR,SEATTLE,WA,98121,1519,53033,KING,7602,LSR - QUICK CASUAL,MEXICAN,MEXICAN,101-250 UNITS,1 TO 4,5 YEARS PLUS,"$500,001 - $1,000,000",$5 TO $7,NOT APPLICABLE,185900.4684,167145.697113782,18754.7712862176,30047.3266955909,28499.3138275222,31654.8785201238,61424.3567522152,0.6665707381
HOLIDAY INN,CHARLOTTE,NC,28217,5007,37119,MECKLENBURG,1520,2* HOTELS WITHOUT RESTAURANT-MIDSCALE,SELECTION FOR LODGING AND BARS,NOT APPLICABLE,501+ UNITS,20 TO 49,5 YEARS PLUS,">$5,000,000",NOT APPLICABLE,101 - 250,,,,,,,,#NA
THE VICTOR'S PUB,CAMDEN,NJ,08102,2303,34007,CAMDEN,6162,"BREWPUBS, ENGLISH AND IRISH PUBS, MICRO-BREWERY, WITH LIMITED FOOD",SELECTION FOR LODGING AND BARS,NOT APPLICABLE,INDEPENDENT (1-9 UNITS),20 TO 49,5 YEARS PLUS,"$500,001 - $1,000,000",NOT APPLICABLE,NOT APPLICABLE,,,,,,,,#NA
FISH AND CHIPS,ALTAMONTE SPRINGS,FL,32714,2749,12117,SEMINOLE,5960,FSR - UPSCALE CASUAL DINING RESTAURANTS,"STEAK, SEAFOOD & FISH",SEAFOOD & FISH,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",$30 TO $50,NOT APPLICABLE,50876.7482906136,48010.6320248679,2866.11626574563,4776.86044290939,8795.79236221048,6808.61841796018,24763.2445360423,0.4574985395
BIG DADDY'S OLE'SOUTH BBQ,KILLEEN,TX,76543,3401,48027,BELL,3810,LSR - QUICK CASUAL,BBQ,BARBECUE,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,99191.9034,89184.8201595815,10007.0832404185,16032.5121968186,15206.5307230063,16890.2621888545,32774.5213006299,0.2121304376
BOHEMIA RESTAURANT,BLOOMFIELD,NJ,07003,2781,34013,ESSEX,5602,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",CLASSIC & VARIED MENU,VARIED MENU,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",$15 TO $20,NOT APPLICABLE,69813.8749147645,63702.7612077434,6111.11370702109,8566.75756573245,11254.3677824328,14541.8909939324,24852.3956645478,0.284037073
QUIZNOS,MIRAMAR,FL,33027,4154,12011,BROWARD,4992,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",SANDWICHES,501+ UNITS,5 TO 9,5 YEARS PLUS,"<=$500,000",$5 TO $7,NOT APPLICABLE,143178.273,122546.118188596,20632.154811404,22989.13938423,21554.4531225098,31392.3017743051,30179.6502911845,0.1116614587
EL POLLO LOCO,PALM DESERT,CA,92211,6010,06065,RIVERSIDE,4472,LSR - QUICK CASUAL,MEXICAN,MEXICAN,251-500 UNITS,10 TO 19,5 YEARS PLUS,"$1,000,001 - $2,500,000",$5 TO $7,NOT APPLICABLE,449255.151,403931.555644497,45323.5953555034,72613.6755219387,68872.6803497384,76498.555123839,148440.769973844,0.132618001
HARRIS SEAFOOD,SAN BERNARDINO,CA,92405,2385,06071,SAN BERNARDINO,4472,FSR - UPSCALE CASUAL DINING RESTAURANTS,"STEAK, SEAFOOD & FISH",SEAFOOD & FISH,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$30 TO $50,NOT APPLICABLE,158324.720314669,149405.576080618,8919.1442340512,14865.2403900853,27371.8626382771,21187.9226360016,77061.4061822024,0.8068780872
TAVERN AT BOWN CROSSING,BOISE,ID,83706,5400,16001,ADA,1080,NEIGHBORHOOD BARS & TAVERNS,SELECTION FOR LODGING AND BARS,NOT APPLICABLE,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"<=$500,000",NOT APPLICABLE,NOT APPLICABLE,,,,,,,,#NA
MCDONALD'S,LAKE MARY,FL,32746,3349,12117,SEMINOLE,5960,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",HAMBURGERS,HAMBURGERS,501+ UNITS,20 TO 49,5 YEARS PLUS,"$1,000,001 - $2,500,000",$5 TO $7,NOT APPLICABLE,755024.7006,632314.316526478,122710.384073522,118397.189554242,64697.9177892031,140897.68762982,205739.378569666,0.5928836354
MICHELLE'S ESPRESSO,BELFAIR,WA,98528,9602,53045,MASON,,"LSR - COFFEE SHOPS, TEA HOUSES",BEVERAGES,COFFEE / TEA,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,33411.6174,23354.7205626,10056.8968374,9021.136698,4310.0986446,4009.394088,0,0.5914855565
STARBUCKS,BAKERSFIELD,CA,93313,3491,06029,KERN,0680,"LSR - COFFEE SHOPS, TEA HOUSES",BEVERAGES,COFFEE / TEA,501+ UNITS,20 TO 49,5 YEARS PLUS,"$500,001 - $1,000,000",UNDER $5,NOT APPLICABLE,236371.9596,165223.9997604,71147.9598396,63820.429092,30491.9827884,28364.635152,0,0.5720237452
DENNY'S,FRESNO,CA,93727,4508,06019,FRESNO,2840,"FSR - CAF╔-RESTAURANTS, FAMILY-STYLE, DINER",AMERICAN AND AMERICAN TRADITIONAL,AMERICAN TRADITIONAL,501+ UNITS,OVER 50,5 YEARS PLUS,"$1,000,001 - $2,500,000",$7 TO $10,NOT APPLICABLE,453135.04225287,420105.429988088,33029.6122647824,61189.7684794022,65921.4097356923,99456.3429113407,166572.147527262,0.7491187165
WINGMAN WINGS,MOUNT ARLINGTON,NJ,07856,2318,34027,MORRIS,5602,LSR - QUICK CASUAL,CHICKEN,FRIED CHICKEN,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$10 TO $15,NOT APPLICABLE,282745.629,254220.528177431,28525.1008225686,45700.5318998612,43346.079133554,48145.5405417957,93423.4783553966,0.4039299932
WINGSTOP,NORTH RICHLAND HILLS,TX,76180,6642,48439,TARRANT,1922,LSR - QUICK CASUAL,CHICKEN,CHICKEN WINGS,251-500 UNITS,5 TO 9,5 YEARS PLUS,"$500,001 - $1,000,000",$7 TO $10,NOT APPLICABLE,326201.859,293292.629069926,32909.2299300737,52724.417051991,50008.0996609373,55545.2081888545,107782.081093733,0.4138689282
YUMMY WOK,SAINT AUGUSTINE,FL,32084,6018,12109,SAINT JOHNS,3600,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",CHINESE,CHINESE,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",$15 TO $20,NOT APPLICABLE,28909.1922817949,27144.8910915469,1764.30119024798,4335.71180968313,5599.73856035229,4025.54165714426,10729.2191475005,0.6003801843
PIZZA CENTRAL,ALBANY,NY,12205,5431,36001,ALBANY,0160,LSR - QUICK CASUAL,"PIZZA, PASTA & ITALIAN",PIZZERIA,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$7 TO $10,NOT APPLICABLE,184035.437543129,169322.411223892,14713.0263192375,29776.3627889331,24521.7105320626,32000.8322443416,54298.0733209957,0.155261526
COURTYARD,LAKE PLACID,NY,12946,3488,36031,ESSEX,,3* HOTELS WITHOUT RESTAURANT-UPSCALE,SELECTION FOR LODGING AND BARS,NOT APPLICABLE,501+ UNITS,20 TO 49,5 YEARS PLUS,"$500,001 - $1,000,000",NOT APPLICABLE,251 - 500,,,,,,,,#NA
SHAMROCKS PUB,SAINT JAMES,NY,11780,2205,36103,SUFFOLK,5602,"BREWPUBS, ENGLISH AND IRISH PUBS, MICRO-BREWERY, WITH LIMITED FOOD",SELECTION FOR LODGING AND BARS,NOT APPLICABLE,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"$500,001 - $1,000,000",NOT APPLICABLE,NOT APPLICABLE,,,,,,,,#NA
WHITE HOUSE RESTAURANT ALABASTER,ALABASTER,AL,35007,4643,01117,SHELBY,1000,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",AMERICAN AND AMERICAN TRADITIONAL,AMERICAN TRADITIONAL,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$15 TO $20,NOT APPLICABLE,178756.681078046,162170.392335766,16586.2887422796,25268.6420550253,27064.991016283,33611.6850084222,59758.5421111735,0.5653116444
COUNTER CAFE,AUSTIN,TX,78703,5414,48453,TRAVIS,0640,"FSR - CAF╔-RESTAURANTS, FAMILY-STYLE, DINER",CLASSIC & VARIED MENU,VARIED MENU,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$15 TO $20,NOT APPLICABLE,179686.855007804,162875.372454106,16811.4825536985,22182.8643113264,29062.0023517972,41237.1343357537,55824.6763722589,0.6742785729
GREAT OUTDOOR SUB SHOP,MCKINNEY,TX,75069,8022,48085,COLLIN,1922,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",SUBS,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,136229.7447,116598.880856794,19630.8638432065,21873.4625272814,20508.4024587141,29868.8143574615,28715.0135852201,0.9917008026
TOM'S FAMILY FAMOUS RESTAURANT,PALMDALE,CA,93552,3263,06037,LOS ANGELES,4472,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",CLASSIC & VARIED MENU,VARIED MENU,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$15 TO $20,NOT APPLICABLE,133409.938769142,121731.983542329,11677.9552268131,16370.536711933,21506.391366657,27788.6421496677,47491.3702744871,0.1788181931
SOTO JAPANESE RESTAURANT,NEW YORK,NY,10014,3821,36061,NEW YORK,5602,FSR - FINE DINING RESTAURANTS,OTHER ASIAN,JAPANESE,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"$1,000,001 - $2,500,000",$30 TO $50,NOT APPLICABLE,170337.871774972,159886.304427772,10451.5673471996,18553.0781311236,33416.1551672794,23995.3143829199,73614.4911180472,0.8659128354
ARBY'S,CODY,WY,82414,9316,56029,PARK,,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",SANDWICHES,501+ UNITS,10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$5 TO $7,NOT APPLICABLE,264611.6343,226480.791614279,38130.8426857211,42486.849548825,39835.3671104139,58016.9609738041,55775.8270080043,0.3480892218
WINGSTOP,ARLINGTON,TX,76013,7638,48439,TARRANT,1922,LSR - QUICK CASUAL,CHICKEN,CHICKEN WINGS,251-500 UNITS,5 TO 9,5 YEARS PLUS,"$500,001 - $1,000,000",$7 TO $10,NOT APPLICABLE,188562.096,169538.803513612,19023.2924863884,30477.5289147005,28907.3523920145,32108.0968421053,62303.7992014519,0.2455133535
DRIVE IN DINER,REVERE,MA,02151,4064,25025,SUFFOLK,1122,LSR - DELIVERY AND TAKE AWAY ONLY,CLASSIC & VARIED MENU,VARIED MENU,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,71976.3651,63299.9688877358,8676.39621226415,9860.91291254717,10336.2285311321,13173.0328579245,22950.9541545283,0.5246210881
SABATINOS ITALIAN RESTAURANT,WALTHAM,MA,02451,7415,25017,MIDDLESEX,1122,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","PIZZA, PASTA & ITALIAN",ITALIAN - PIZZA & PASTA,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$15 TO $20,NOT APPLICABLE,94326.9274273935,87388.326354558,6938.60107283555,12805.8741300962,15659.4113678424,13016.134768667,36254.9415364178,0.8098895134
CARIBOU COFFEE,FARGO,ND,58103,3373,38017,CASS,2520,"LSR - COFFEE SHOPS, TEA HOUSES",BEVERAGES,COFFEE / TEA,251-500 UNITS,10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",UNDER $5,NOT APPLICABLE,144811.5942,101223.3043458,43588.2898542,39099.130434,18680.6956518,17377.391304,0,0.1557552529
MR. GOODCENTS DELI FRESH SUBS,O FALLON,MO,63366,3828,29183,SAINT CHARLES,7040,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",SANDWICHES,51-100 UNITS,10 TO 19,5 YEARS PLUS,"<=$500,000",$5 TO $7,NOT APPLICABLE,139682.9205,119554.450028331,20128.4704716689,22427.9149460814,21028.2530920911,30625.9343765955,29442.8868571514,0.8406914377
STARBUCKS,DALLAS,TX,75234,7708,48113,DALLAS,1922,"LSR - COFFEE SHOPS, TEA HOUSES",BEVERAGES,COFFEE / TEA,501+ UNITS,10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",UNDER $5,NOT APPLICABLE,182285.6448,127417.6657152,54867.9790848,49217.124096,23514.8481792,21874.277376,0,0.02756563495
UMEKO SUSKI & GRILL,PLANO,TX,75023,2356,48085,COLLIN,1922,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",OTHER ASIAN,JAPANESE,INDEPENDENT (1-9 UNITS),20 TO 49,5 YEARS PLUS,"$500,001 - $1,000,000",$15 TO $20,NOT APPLICABLE,190184.338161661,178577.564409063,11606.7737525979,28523.2625300138,36838.8906060716,26482.7522105589,70584.1042761956,0.7519177377
LOGAN'S ROADHOUSE,LUFKIN,TX,75901,5645,48005,ANGELINA,,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","STEAK, SEAFOOD & FISH",FAMILY STEAK / CHOPHOUSE,101-250 UNITS,OVER 50,5 YEARS PLUS,"$2,500,001 - $5,000,000",$10 TO $15,NOT APPLICABLE,929849.956422342,870899.749027441,58950.2073949016,120831.64057187,162411.621110079,154812.146860276,373351.313501043,0.1042564923
SUBWAY,FOSTERS,AL,35463,9500,01125,TUSCALOOSA,8600,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",SANDWICHES,501+ UNITS,1 TO 4,5 YEARS PLUS,"<=$500,000",$5 TO $7,NOT APPLICABLE,126446.4108,108225.336692115,18221.074107885,20302.6206533222,19035.592321317,27723.7865979244,26652.8459839676,0.4966661098
LUCIANO'S ITALIAN BISTRO,HALETHORPE,MD,21227,1661,24005,BALTIMORE,8872,FSR - UPSCALE CASUAL DINING RESTAURANTS,"PIZZA, PASTA & ITALIAN",ITALIAN - PIZZA & PASTA,INDEPENDENT (1-9 UNITS),20 TO 49,5 YEARS PLUS,"$1,000,001 - $2,500,000",$30 TO $50,NOT APPLICABLE,297216.432121359,273841.059927184,23375.3721941748,38982.7091165048,60362.6227087379,57690.1335097087,91862.3620679611,0.9306963982
